D:\PD\Laba_3\pd_lab_3\dataset\positive\0048.txt,positive\0048.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0049.txt,positive\0049.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0050.txt,positive\0050.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0051.txt,positive\0051.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0052.txt,positive\0052.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0053.txt,positive\0053.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0054.txt,positive\0054.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0055.txt,positive\0055.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0056.txt,positive\0056.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0057.txt,positive\0057.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0058.txt,positive\0058.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0059.txt,positive\0059.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0060.txt,positive\0060.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0061.txt,positive\0061.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0062.txt,positive\0062.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0063.txt,positive\0063.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0064.txt,positive\0064.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0065.txt,positive\0065.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0066.txt,positive\0066.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0067.txt,positive\0067.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0068.txt,positive\0068.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0069.txt,positive\0069.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0070.txt,positive\0070.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0071.txt,positive\0071.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0072.txt,positive\0072.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0073.txt,positive\0073.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0074.txt,positive\0074.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0075.txt,positive\0075.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0076.txt,positive\0076.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0077.txt,positive\0077.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0078.txt,positive\0078.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0079.txt,positive\0079.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0080.txt,positive\0080.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0081.txt,positive\0081.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0082.txt,positive\0082.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0083.txt,positive\0083.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0084.txt,positive\0084.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0085.txt,positive\0085.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0086.txt,positive\0086.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0087.txt,positive\0087.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0088.txt,positive\0088.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0089.txt,positive\0089.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0090.txt,positive\0090.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0091.txt,positive\0091.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0092.txt,positive\0092.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0093.txt,positive\0093.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0094.txt,positive\0094.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0095.txt,positive\0095.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0096.txt,positive\0096.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0097.txt,positive\0097.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0098.txt,positive\0098.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0099.txt,positive\0099.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0100.txt,positive\0100.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0101.txt,positive\0101.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0102.txt,positive\0102.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0103.txt,positive\0103.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0104.txt,positive\0104.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0105.txt,positive\0105.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0106.txt,positive\0106.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0107.txt,positive\0107.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0108.txt,positive\0108.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0109.txt,positive\0109.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0110.txt,positive\0110.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0111.txt,positive\0111.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0112.txt,positive\0112.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0113.txt,positive\0113.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0114.txt,positive\0114.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0115.txt,positive\0115.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0116.txt,positive\0116.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0117.txt,positive\0117.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0118.txt,positive\0118.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0119.txt,positive\0119.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0120.txt,positive\0120.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0121.txt,positive\0121.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0122.txt,positive\0122.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0123.txt,positive\0123.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0124.txt,positive\0124.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0125.txt,positive\0125.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0126.txt,positive\0126.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0127.txt,positive\0127.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0128.txt,positive\0128.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0129.txt,positive\0129.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0130.txt,positive\0130.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0131.txt,positive\0131.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0132.txt,positive\0132.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0133.txt,positive\0133.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0134.txt,positive\0134.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0135.txt,positive\0135.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0136.txt,positive\0136.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0137.txt,positive\0137.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0138.txt,positive\0138.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0139.txt,positive\0139.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0140.txt,positive\0140.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0141.txt,positive\0141.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0142.txt,positive\0142.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0143.txt,positive\0143.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0144.txt,positive\0144.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0145.txt,positive\0145.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0146.txt,positive\0146.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0147.txt,positive\0147.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0148.txt,positive\0148.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0149.txt,positive\0149.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0150.txt,positive\0150.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0151.txt,positive\0151.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0152.txt,positive\0152.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0153.txt,positive\0153.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0154.txt,positive\0154.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0155.txt,positive\0155.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0156.txt,positive\0156.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0157.txt,positive\0157.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0158.txt,positive\0158.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0159.txt,positive\0159.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0160.txt,positive\0160.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0161.txt,positive\0161.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0162.txt,positive\0162.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0163.txt,positive\0163.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0164.txt,positive\0164.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0165.txt,positive\0165.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0166.txt,positive\0166.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0167.txt,positive\0167.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0168.txt,positive\0168.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0169.txt,positive\0169.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0170.txt,positive\0170.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0171.txt,positive\0171.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0172.txt,positive\0172.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0173.txt,positive\0173.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0174.txt,positive\0174.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0175.txt,positive\0175.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0176.txt,positive\0176.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0177.txt,positive\0177.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0178.txt,positive\0178.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0179.txt,positive\0179.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0180.txt,positive\0180.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0181.txt,positive\0181.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0182.txt,positive\0182.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0183.txt,positive\0183.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0184.txt,positive\0184.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0185.txt,positive\0185.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0186.txt,positive\0186.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0187.txt,positive\0187.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0188.txt,positive\0188.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0189.txt,positive\0189.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0190.txt,positive\0190.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0191.txt,positive\0191.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0192.txt,positive\0192.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0193.txt,positive\0193.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0194.txt,positive\0194.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0195.txt,positive\0195.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0196.txt,positive\0196.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0197.txt,positive\0197.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0198.txt,positive\0198.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0199.txt,positive\0199.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0200.txt,positive\0200.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0201.txt,positive\0201.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0202.txt,positive\0202.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0203.txt,positive\0203.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0204.txt,positive\0204.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0205.txt,positive\0205.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0206.txt,positive\0206.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0207.txt,positive\0207.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0208.txt,positive\0208.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0209.txt,positive\0209.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0210.txt,positive\0210.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0211.txt,positive\0211.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0212.txt,positive\0212.txt,positive
D:\PD\Laba_3\pd_lab_3\dataset\positive\0213.txt,positive\0213.txt,positive
